id	text	category
tam653	இது வரைக்கும் இந்த டிரைலரை 50 முறை பார்த்துவிட்டேன்	NOT
tam654	அசித் தேவையா மவன் என் சுன்னி மயிறுக்கு சம்ம	OFF
tam655	ராஜ மன்னார்குடி சார்பாக movie வெற்றி பெற வாழ்த்துக்கள்....... mafia gangster........தேவர் பேரவை	NOT
tam656	இனி ஒவ்வொரு பெண்ணும் வீரமங்கை வேலுநாச்சியாராக இருக்க வேண்டும்... கணவனை காதலியுங்கள் கண்ட கண்ட பன்றிகளை பார்த்தவுடன் ஒதுங்கி விடுங்கள்.	OFF
tam657	நா அரசியலுக்கு வருவது உறுதி.... பாரு இது 2016... இது 96!!! யார ஏமாத்த பாக்குறீங்க.... மரண பங்கம்!!!!	OFF
tam658	இந்த திரைப்படம் மாபெரும் வெற்றியடையவும், சமூகத்தில் மிகப்பெரிய தாக்கத்தை ஏற்படுத்தவும், நாயுடு மற்றும் நாயக்கர் சமுகத்தின் சார்பாக வாழ்த்துகள்.   NEW SENSE PRODUCTIONS CHANNEL TEAM	NOT
tam659	நத்தம் முத்தரையர்கள் சார்பாக படம் வெற்றியடைய வாழ்த்துக்கள். வெற்றிக்கு தோழ்கொடுப்போம்	NOT
tam660	இத்திரைப்படத்தின்  கதை ... ஆனால்  குறிப்பிட்ட  சமூகத்தினர்  மட்டும்  இதை செய்கின்றார்கள்  என  காண்பித்திருப்பது  ஏற்புடையதல்ல .... இதுபோன்று  நாடக காதல்  நடத்துபவர்கள்  அனைத்து சமூகத்திலும் உள்ளனர் ....  அந்த குறிப்பிட்ட  சமூகத்திற்கு  எதிராக இத்திரைப்படம்  அமைந்ததால் தான்  comment box ல்  இத்தனை வாழ்த்துக்கள் .....  எனினும் director இத்திரைப்படத்தின்  மூலம் எதை செய்ய   நினைத்தாரோ  .. அது  அழகாக  நடந்துக் கொண்டிருக்கின்றது  ... எ . கா : comment box .	NOT
tam661	படம் மிகப்பெரிய அளவில் வெற்றிபெற வாழ்த்துக்கள்   போராளிகள் இந்த ட்ரைலரை பார்த்து கதறி சாவுங்கடா	NOT
tam662	N.G.K திரைப்படம் வெற்றியடைய தளபதி ரசிகர்களின் சார்பில் வாழ்த்துக்கள்	NOT
tam663	யாரெல்லாம் ட்ரைலர் 2 கு காத்துட்டு இருக்கீங்க..........,	NOT
tam664	நம்ம ஆளுங்க எப்போ இந்த மாதிரி படம் எடுபாங்கனு காத்திருந்த காலம் வந்துடுச்சி	NOT
tam665	பாடங்கள் கற்றதால் விழ விழ நான் எழுவேன்	NOT
tam666	முத்தரையர் உறவுகள் அனைவரும் படத்தை ஆதரிக்குமாறு கேட்டுக்கொள்ள படுகிறார்கள்	NOT
tam667	சீர்காழி வன்னியர் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்	NOT
tam668	தரமான டீஸர்...வாழ்த்துக்கள் சூர்யா மற்றும் லாலேட்டன் அவர்களுக்கு..	NOT
tam669	இல்லத்துப் பிள்ளைமார் சமுதாயம் சார்பாக திரௌபதி படக்குழு மற்றும் டைரக்டர் மோகன் ஜி அவர்களுக்கு வாழ்த்துக்கள்	NOT
tam670	பாதிக்கப்பட்ட  அனைத்து சமுதாய மக்களின் சார்பாக படம் வெற்றி அடைய வாழ்த்துக்கள்	NOT
tam671	பொழுதாச்சே இன்னும் தி க வும், திமுக வும் அறிக்கை விடலயே, ஒருவேளை நம்ம எல்லா௫ம் ஒன்றுகூடியதால் இந்த தாமதமோ	NOT
tam672	#திரௌபதி தீயாய் பரவி உங்களை எல்லாம் தும்சம் செய்ய வருகிறாள்....	NOT
tam673	🥇🥇🥇தரமா டீஸர் அதேபோல் படமும் தரமாக இருக்கும்	NOT
tam674	சூர்யா sir Mass	NOT
tam675	எல்லா சாதிலயும் நல்லவனும் இருக்கான் .. கெட்டவனும் இருக்கான்...	NOT
tam676	செரிமானக்கோளாறை சீராக்கி பசியைதுாண்டும் கொய்யா இலையின் சிறப்புத்தமிழ் ,  நெறியான வாழ்வுமுறை சரியான வாழ்க்கை தரும் ௭ன வரலாறு கூறும் தமிழ்  ,  விரிவான வளமை கொண்டு அறியணை அமா்ந்ததமிழ் அறிய மக்கள் தொலைக்காட்சி நிகழ்ச்சிகளை யூ டியூப் ல் காணுங்கள் நன்றி.	NOT
tam677	இந்து கலாச்சாரம் சார்பாக வெற்றி பெற வாழ்த்துக்கள்	NOT
tam678	தமிழ் சினிமாவில் இது போல் ஒரு படம்  இனி வருவது சந்தேகமே...... RAGING VIVEGAM TRAILER	NOT
tam679	மக்கள் தொலைக்காட்சி இந்த படம் சிறந்த படம் அறிவிக்கும்	NOT
tam680	யுவன் சங்கர் ராஜா BGM.. Vera level.. ⏮⏸⏭	NOT
tam681	வாழ்த்துக்கள் அண்ணா .  மிக அருமையாக உள்ளது நன்றி.	NOT
tam682	இந்த படத்தை திரையரங்கில் பார்க்கனும் என தோன்றுகிறது.... வெளியீடிற்காக காத்திருக்கிறோம்	NOT
tam683	என் சார்பாக 50பேர் க்கு டிக்கெட் என் செலவு...இசை இன்னும் கொஞ்சம் நல்ல பண்ணி இருக்கலாம்...	NOT
tam684	இத்தனை நாள் காத்திருப்பு வீண் போகவில்லை ... வெறித்தனம்	NOT
tam685	படம் வெற்றி அடைய வாழ்த்துக்கள். சிவகுருபரன் நாடார்	NOT
tam686	வாழ்த்துகள்  சூர்யா சார்  and kvஆனந்த் சார்	NOT
tam687	ட்ரைலரை பார்க்கும் போதே...   திர்ளாரான ஆன படம் என்று நினைக்கிறேன்...  படம் வெற்றி பெற வாழ்த்துக்கள் புதிய முயற்சி...	NOT
tam688	இருக்கு என்னமோ பெருசா இருக்கு  செம,congrats Surya Anna🤞	NOT
tam689	இந்த பொள்ளாச்சி பாலியல் வழக்கையும் ஒருக் கை பாத்துடுங்க  திரெளகூதி	OFF
tam690	சாதி இல்லை என்று கூறி சாதி அரசியல் செய்த அனைத்து சில்லறை நாய்களுக்கும் சமர்ப்பணம்..... இறுதி 20 வினாடிகள்......	NOT
tam691	அது எப்படி comment la ஜாதி பெர சொல்லி படத்துக்கு வாழ்த்துக்கள் சொல்லுறீங்க ...chaiii🤕	NOT
tam692	பீனிக்ஷ் பறவை போல் எழுந்து வர்ரான் தல கெத்து தமிழ் சினிமாவை புரட்டி போட்ட விவேகம்...	NOT
tam693	அருமை..  நம் அடையாளம்...  அந்த அடையாளத்தை விட்டு குடுக்க கூடாது... வந்தா ..த்தா ஒட விடனும்..	NOT
tam694	பெண் பிள்ளையை பெற்ற தகப்பனின் சார்பாக படம் வெற்றிபெற வாழ்த்துகள்..	NOT
tam695	நா சொல்ரே இந்த படம் Hit ஆகும்	NOT
tam696	முத்துராஜா சாதி குடி சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்	NOT
tam697	96 ல பிறக்காத பசங்க எல்லாம் 96 அரசியலை பத்தி பேசுதுங்க.   காலகொடுமை	OFF
tam698	பெண் குலத்திற்கு தக்க பாடமாக (படமாக) அமையும் இந்த படம்   வெள்ளி விழா காணும் 🤝	NOT
tam699	youngster political movie | இளைஞர்களின் அரசியல் படம் | യങ്സ്ടർ പൊലിടിക്കല് പടം	not-Tamil
tam700	1.34 எதுக்காக VJஆனந்தி நல்லகாலம் பிறக்குது tone ல அழுகுறா???	OFF
tam701	இப்படத்திற்கு ஆதரவு தெரிவித்த அனைத்து சமூகத்துக்கும் வன்னியர் சமூகம்  சார்பாக நன்றியை தெரிவித்துக் கொள்கிறேன்	NOT
tam702	இந்த டிரைலரை பார்த்த அனைத்து நண்பர்களும் , கண்டிப்பாக அனைத்து சோஷியல் media விலும் share செய்யுங்கள்..... மிகுந்த கடின உழைப்பை மேற்கொண்டு இப்படம் தயாராகி உள்ளது.....	NOT
tam703	சூர்யா ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்	NOT
tam704	நாடார் இனம் சார்பாக இந்த படம் வெற்றி பெற வாழ்த்துக்கள்	NOT
tam705	finishing Vera level ..நான் அரசியல் வருவேன்	NOT
tam706	இதலாம் பார்க்க கூடாது தான் அந்த அம்மா போய்டாங்க	NOT
tam707	பறவைகள் பல விதம் .. ஒவ்வொன்றும் ஒருவிதம்.. Biggest #Multi-Casting movie of Tamil Cinema history	NOT
tam708	கு(தி)ருமாவ  வச்சி செஞ்சி இருக்காங்க,  15 வருடத்திற்கு முன்பாக ஐயா ஐயா என்று கூறிய கூட்டம், இன்று நம்ம வீட்டு பெண்களை நடித்து ஏமாற்றி திருமணம் செய்து கொள்ள ஆசைபடும் இவர்களுக்கு சரியான செருப்படி இந்த படம்...இனியும் சரக்கு மிடுக்கு என்று கூறி கொண்டு வந்தால் என்ன நடக்கும் என்று சொல்ல வேண்டியது இல்லை..	NOT
tam709	உங்களாலாம் அழிக்க எதிரி நாடு தேவஇல்ல சாதி னு ஒரு வார்த்தை சொன்னாலே போதும் அடிச்சுட்டு எல்லாம் ஒன்னுக்கொன்னு  செத்துருவேங்கடா	NOT
tam710	ஆகா.. அனைத்து உயர் சாதி நன்பர்களும்  ஒன்று கூடி  கமெண்ட் ல் வாழ்துவதை காண மகிழ்ச்சியாக உள்ளது எல்லாரும் ஒன்றாகத்தான இருக்கிங்க அப்ப வந்து ஒரு ஊம்பு ஊமபிட்டு போங்கடா தாயோலிகளா.... ஆண்ட பேண்ட-னு  கிட்டு	OFF
tam711	1:32 இதுக்கு சிரிக்கல இது  என்ன  logic	NOT
tam712	அவன் கட்டினாலும் அவள வேல தான் வாங்க போறான் ,நீ உன் ஜாதியில பாத்து கட்டினாலும் அவனும் அவள சம்பளம் இல்லாத வேலைக்காரியா, புள்ள பெக்குற மிஷினாதான் பாக்க போறான்.  அதுக்கு எங்க போனும்னு அவளே முடிவு பண்ணிட்டு போகட்டுமே நாயே.  நீ யோக்கியனா இருந்தா எந்த ஆணையும் நம்பி வாழாம சொந்த கால்ல நிக்க சொல்லி குடு.  அவளுக்கு வேணும்னா கல்யாணம் பண்ணட்டும்.	OFF
tam713	நாமக்கல் மாவட்டம் திருச்செங்கோடு வட்டார கவுண்டர்கள் சார்பாக திரௌபதி வெற்றி திலகத்தை முத்தமிட வாழ்த்துகள்	NOT
tam714	அருந்ததியர் சமூகம் சார்பாக இந்த திரைப்படத்தை காரி உமிழ்கிறோம்	OFF
tam715	திருச்சி முத்தரையர் சார்பாக படம் வெற்றி அடைய வாழ்த்துக்கள்..	NOT
tam716	எங்க ஊர்ல எப்பவும் கலப்பு திருமணம் எதிர்ப்போம் ரவுடி சிட்டி காங்கேயம்	NOT
tam717	கெத்து... உண்மையா தைரியமா சொல்ல தனி தில்லு வேணும்...	NOT
tam718	திருச்சி 🦁சூரிய குல சத்திரிய முத்தரையர்கள்🦁  சார்பில் வெற்றி அடைய வாழ்த்துக்கள்	NOT
tam719	நாடக காதல் யார் செய்தாலும் தண்டனை கிடைக்க வேண்டும்,அதே சமயம் உண்மையாக காதலிப்பவர்கள் வாழ்க்கையில் சாதி நுழைக்க முயற்சி இந்த திரைப்படம் மூலமாக மேலும் பரவ வாய்ப்பு உள்ளது, இங்கு இடைநிலை சாதிகள் காதலித்தால் ஏற்றுக் கொள்ளும் மக்கள் , உண்மையான காதல் தாழ்த்தப்பட்ட சாதி இளைஞர்களிடம் வந்தால் அதை அரசியல் லாபத்திற்காக கொம்பு சீவி விடும் சாதிய அமைப்புகள் தான் இங்கு அதிகம், தயவு செய்து இந்த மணநோயிலிருந்து வெளியே வாருங்கள் தென் மாவட்ட தமிழர்களே!	NOT
tam720	Marana Waiting Anna படம் வெற்றி பெற வாழ்த்துக்கள்	NOT
tam721	விழுப்புரம் வன்னியர் சார்பாக வெற்றி பெற வாழ்த்துக்கள்	NOT
tam722	இத்தனை ஜாதி இருக்க!!! தமிழ் நாட்டுல.இதுல இருக்க ஒவ்வொரு ஜாதியும் ஒரே இனம் தான் தமிழினம். உயர்ந்த ஜாதி தாழ்ந்த ஜாதினு  பேசாம மனுசனா பாருங்க. இந்த படம் எந்த கருத்தை சொல்ல வருதோ???	NOT
tam723	கொரியன் க்ரைம் திரில்லரின் பாதிப்பு ரொம்ப தெரியுது. படமே சில கொரியன் படங்களை மிக்ஸ் பன்ன  காப்பி மாதிரி தான் தெரியுது.. பார்ப்போம்.	NOT
tam724	மெட்ராஸ் படத்துல குறியீடு வச்ச ரஞ்சித்துக்கு திரௌபதி படத்துல ரஞ்சித் மேலயே குறிய வச்சுட்டாரு.	NOT
tam725	இந்திய முழுவதும் இருக்குது சாதி இடஒதுக்கீடு சரியான  நிதிதிதிதீ	NOT
tam726	தஞ்சை கள்ளர் சமூகத்தின் சார்பாக இப் படம் வெற்றி பெற வாழ்த்துகிறோம்.....	NOT
tam727	படம் வெற்றி பெற  தேவர் திருமகனாரின் ஆசீர்வாதத்தின் வாழ்த்துக்கள்	NOT
tam728	நாடார் சமுதாய மக்களின் சார்பாக இந்த படம் வெற்றி பெற வாழ்த்துகள்.	NOT
tam729	சிவகங்கை முத்திரையர்(அம்பலக்காரர்) சமுதாயம் சார்பாக இப்படம் வெற்றி பெற வாழ்த்துக்கள்......	NOT
tam730	பொள்ளாச்சி பெண்கள் விஷயத்தில் ஒன்னும் புடுங்க முடியாத பசங்கதான் திருமாவளவனை கொச்சைப்படுத்துகிறார்கள் அதுவும் திருமாவை ஏற்றுக்கொள்ள தன்மை இல்லாத பொட்ட நாய்கள். இங்கே கமெண்ட் செய்யும் அனைத்து ஆண்களுக்கும் ஒரு வேண்டுகோள் தலித் பையன் ஒரு பெண்ணை திருமணம் செய்ய ஆசைப்பட்டால் அவனை கொலை செய்கிறீர்கள் ஆனால் தலித் பொண்ணு வேறு ஒருவனிடம் காதல் செய்தால் அவளையும் கற்பழித்துக் கொலை செய்து விடுகிறீர்கள் இதற்கு காரணம் கூற முடியுமா பொட்ட நாய்களா	OFF
tam731	படம் வெற்றி பெற்ற திருநெல்வேலி தேவர் மக்கள் துனன 🤝	NOT
tam732	நாடக காதல் கூட்டத்தால் பாதிக்கப்பட்ட மக்களின் ஒரே கூறல் திரௌபதி.	NOT
tam733	தூத்துக்குடி மாவட்டம் நாடார்  சமூகம் சார்பாக படம் வெற்றி பெற வாழ்த்துககள்	NOT
tam734	உடையார் சமுதாயம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்	NOT
tam735	ஒரு குடும்பத்தின் கதறலை படமா மாற்றி உள்ளிர்கள் வாழ்த்துக்கள் வன்னிய நன்பா	NOT
tam736	ஈரோடு கொங்கு வேளாளக் கவுண்டர்கள் சமூகம் சார்பாக வாழ்த்துக்கள்... கவுண்டர், வன்னியர், தேவர்,நாடார், நாயக்கர் உள்ளிட்ட பெரும்பான்மையான மக்களின் இத்தனை நாள் ஏக்கம், வேதனையான,வலியை இந்த Trailer பிரதிபலிக்கிறது... வாருங்கள் அனைவரும் இணைவதற்கான நேரம் வந்துவிட்டது... இணைந்து  அந்த நாடக காதல் பற தேசிகளுக்கு பாடம் புகட்டுவோம்... சிறுத்தைகளை காயடிப்போம்	NOT
tam737	மண்ணும் பொண்ணும் ரெண்டும் முக்கியம் அதுல எது மேல கையவச்சாலும் கைய வெட்டுவோம்....Dialogue Verrraaaa LeveLLLLLதேவராட்டம் 2	NOT
tam738	எங்கள் ஊர் முத்தரையர் சமூக மக்கள் அனைவரும் உங்களுக்கு   உறுதுணையாக இருப்போம்	NOT
tam739	மாப்ள வணக்கம் டா காரைக்குடி ல இருந்து	NOT
tam740	மண்ணும் பொன்னும் ஒன்னா அப்போ விலை அதிகமா கொடுத்தா ரெண்டையும் வித்திருவிங்களா	NOT
tam741	90 kids பெருமை படுத்தும் கோமாளி ..	NOT
tam742	இதில்  தலீத் சமுதாயம் தவிர மற்ற அனைத்து சமுதாய மக்களும் பாதிக்கப்பட்டு ஆதரவு கொடுக்குராங்களை ஆதரவுக்கு நன்றி  வெற்றி! வெற்றி ! வெற்றி !	NOT
tam743	கருணாஸ் ப்ரோ. நீ தயவுசெய்து பேசாத படத்தை கெடுக்காத	OFF
tam744	தர்மபுரி மாவட்டம் வன்னியர் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் மோகன் அண்ணா கோடான கோடி நன்றி இனி நம்ம பொண்ண பார்க்க கூட கூடாது திரெளபதி அவதாரம் தான்	NOT
tam745	கோத்தா...என் உயரத்த கேலி பன்ன பன்ன நான் எல்லார விடவும் உயரமா போயிட்டே இருப்பேன்...எவ்ளோ உயரம் ன்றது முக்கியமல்ல... எவ்ளாே தூரம் நம்ம உயர்ராேம் அதான் முக்கியம்.. சூர்யா மாஸ்டா...	NOT
tam746	தலித் சமூகம் சார்பாக இப்படம் பிரம்மாண்ட வெற்றி அடைய வாழ்த்துக்கள்	OFF
tam747	தல அஜித் அவர்களின் 25 வருட திரைப்பயணத்தின் கடின உழைப்பை முற்றிலும் பிரதிபலிக்கிறது இந்த இரண்டரை நிமிட முன்னோட்டம். விவேகம் குழுவிற்கு எமது வாழ்த்துக்கள்.	NOT
tam748	Manasu kulla irrundha kovam lam ippa வெட்ட வெளிச்சம் ஆகியிருக்கு .. நன்றி படக்குழு	NOT
tam749	எங்க அப்பா மிலிட்ரி டா ஓடி விளையாடவா சொல்லி தருவான்....  த்தா வேற லெவல்டா....	OFF
tam750	வீர செங்குந்த முதலியார் சார்பாக இப்படம் வெற்றியடைய வாழ்த்துகள் !!!	NOT
tam751	ஆமாடா அந்த லேடி பத்தி மக்கள் மறக்குறதுக்கு முன்னாடியே படமா எடுத்து காசு பாத்துருங்கடா.... அப்புறம் அந்த A1 matter எல்லாம்  காட்டுவீங்க தான?	OFF
tam752	தற்போது இந்த படம் அவசியம் அனைவரும் பார்க்க வேண்டிய படம்	NOT
tam753	என்ன விளையாடலாமா  Thalapathy... waiting    for you...	NOT
tam754	தூத்துக்குடி நாடார் சமுதாய மக்கள் சார்ப்பாக படம் வெற்றியடைய வாழ்த்துக்கள்	NOT
tam755	விழுப்புரம்----கண்டாச்சிபுரம் வட்டம் தி.தேவனூர் கிராம இளைஞர் சார்பாக வாழ்த்துக்கள் அண்ணா	NOT
tam756	நல்ல படத்தையெல்லாம் மொக்க ஹீரோவ போட்டு சொதப்புறாங்களேன்டு யாருக்கெல்லாம் தோனிச்சி	OFF
tam757	வீர வன்னியர்  இளைஞர்கள் சார்பில் வாழ்த்துக்கள்	NOT
tam758	நா ஒரு கவுண்டன் டா, கோவை கொங்கு வெள்ளாளர் என் சொந்தம் சார்பாக படம் வெற்றி பெற வாழ்த்துகிறோம்	NOT
tam759	சௌராஷ்டிரா சமூகம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்	NOT
tam760	படத்தை வெளியிட தடை விதித்தால் Amazon Prime போன்ற சமூக வலைத்தளங்களில் வெளியிடுவேன் - இயக்குநர் மோகன் ஜி சத்திரியன்	NOT
tam761	சாதி வெறி புடிச்ச பொட்ட பசங்கதான் இப்படி சாதியை ஆதரித்து படம் எடுப்பார்கள். எதுடா நாடக காதல் உங்க சாதி பெண்கள் இல்ல வேற எந்த சாதி பெண்ணும் எங்களை நம்பி வந்தா அவங்க மேல உயிரை  வைத்து ராணி மாதிரி வாழ வைப்போம் டா நாய்களே. இவன் மாவீரன் DHIVA	NOT
tam762	Director:mohan ஜி சத்ரியன்  படம் முழுக்க எடுக்கப்பட்ட இடம் : அரியலூர் (குரு  படையாச்சியர் ) மாவட்டம்  Movie name : முதலில் யோசித்த movie name ராமசாமி (ராமசாமி படையாச்சியர் ) Director குல தெய்வம் and நடிகை கதாபாத்திரம் பெயர் : திரௌபதி  Finaly திரௌபதி  Caste based movie.... related உண்மை சம்பவம் on  2013-2014  சம்பவம் : நாடக காதல்  And mainly (திரௌபதி வன்னியர்களின் குல தெய்வம் ஆவர் )mean that  அக்னி..	NOT
tam763	அடேய் இப்ப தாண்டா எனக்கு நிம்மதியா இருக்கு யாருடா அந்த இரண்டு லட்சம் லைக்  போட்டாங்கன்னு பார்த்தேன் டா வின் டிவி கிஷோர் சாமி உங்க குரூப் தானா. தப்பு செய்றவன் மட்டும் தாண்டா தண்டிப்பார்கள் என் தமிழ் மக்கள். இப்படி எல்லா தலித் மக்களை ஒதுக்கி வைக்க மாட்டாங்க யாரையும் குற்றம் சொல்ல மாட்டாங்க. ஒரு மூணு லட்சம் பேர் இருக்காங்க  இந்த மாதிரி...  பெண்களை  காப்பாற்றுவேன் என்று சொல்லிட்டு  அவர்களை எடுப்பார் கைப்பிள்ளையாக அசிங்கம் படுத்துகிறீர்களாட	OFF
tam764	உங்கள் முயற்சிக்குத் தலை வணங்குகிறேன்   படம்வெற்றி பெற வாழ்த்துகள்	NOT
tam765	விஸ்வகர்மா கம்மாளர் சங்கம் சார்பாக படம் வெற்றிபெற வாழ்த்துக்கள்	NOT
tam766	வெறி செம்ம,,,,, மணிரத்னம் சார் படத்துக்காக காத்திருக்கோம் .....	NOT
tam767	மூப்பனார் சார்பாக படம் வெற்றி  பெற வாழ்த்துக்கள்	NOT
tam768	Dear MohanG..நீங்க திரௌபதியை யூடியூபில் வெளியிடுவதா இருந்தா உங்க Bank a/c no யும் சேர்த்து வெளியிடுங்க..நாங்க ₹500 போட்டுடறோம்..	NOT
tam769	நண்பா வாழ்த்துக்கள் உண்மைய சொன்னா நெறையபேருக்கு கோவம் வருமே. கோவம் வந்தா படம் hit	NOT
tam770	ஏண்டா இப்படி சாதி சாதி சாதினு வெறிபிடித்து சுத்துரிங்க கொஞ்சம் நல்லத பாத்து திருந்துங்கடா தமிழ்நாடு அழிந்து விடும் நிலையில் இருக்கு இந்த நேரத்துல நீங்க ஜாதி ஜாதின்னு பெருமைப் படுத்திக் கொண்டு இருக்கீங்க எவனோ ஒரு ஆரிய பார்ப்பனர் கொண்டு வந்த சாதிக்கு இவ்வளவு முட்டு கொடுக்கிறீர்களே 30 ஆயிரம் 20 ஆயிரம் வருஷம் முன்னாடி தமிழக வரலாற எடுத்து படிங்கட அதுல ஏதாவது ஒரு சாதி இருக்கான்னு பார்த்துட்டு சொல்லுங்க டா அப்படி இல்லையா திருக்குறள படித்து பார்த்து திருந்துங்கடா....	NOT
tam771	வன்னியர் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்	NOT
tam772	சரியானா movie im waiting எப்ப பார்த்தலும் கிளு சாதி க்கு seaport pannura நாயிக்கு செருப்பு அடி	OFF
tam773	இந்திய சினிமா வரலாற்றில் வட தமிழக வேட்டை ஆரம்பம்....!  தமிழ் சினிமாவில ரஞ்சித்தை விதை எடுக்க சரியான ஆள் மோகன் ஜி அவர்கள்..!  தென்மாவட்ட கதைகளத்தை திரை வரலாற்றில் சொன்னதைவிட வெட்ட வெளிச்சமாக துணிச்சலாக வட மாவட்ட பிரச்சனைக்கு முற்றுப்புள்ளி வைக்கும் முதல் படமாக திரௌபதி...!  இவ்விதம் இனி தொடரும்...!!!	NOT
tam774	ஒரு முதலியாராக இந்த திரைக்காவியத்தை கண்டு வியக்கிறேன்!	NOT
tam775	பெற்றோர்களின் வலிகளையும் , நாடக காதலின் நயவஞ்சகத்தையும் உணர்த்தும் படமாக அமையும் என்பது எமது நம்பிக்கை...நன்றி: திரு.மோகன் ஜி	NOT
tam776	அருமையான படம் ...மண்ணும் பொன்னும் இரண்டுமே முக்கியம்....	NOT
tam777	மோகன் சார் உண்மையிலே நீங்க தான் சார் சிங்கம்..... இன்னும் இதுபோன்ற சமூக அநீதிக்கு எதிராக  படம் எடுங்கள், தமிழ்நாட்டு மக்கள் துணை நிற்போம்...	NOT
tam778	முழு படத்தை திரையில் காண ஆவலாய் உள்ளேன்	NOT
tam779	Part 2 எடுத்து எடுத்து நல்ல படைப்பான part 1 ன தரம் குறைக்காதீர்கள்........2018 ல part 2 எதுவும் ஓடல நல்லாவும் இல்ல அப்பறம் 2019 இப்போ 2020	NOT
tam780	மனித இனத்தின் முன்னோடியான ஆதி பறையனின் வாழ்த்துக்கள் தோழர் ..	NOT
tam781	ஓ விஜய் படத்துக்கு இப்படிதான் viewers சேக்குரிங்ளா	NOT
tam782	why blood same blood வகையிஸ் இன்னொரு சொறி குச்சி அரை வேக்காடுகளூக்கு  கொஞ்ச  நாளைக்கு சொகமாக இருக்கும் ...	OFF
tam783	எனக்கு தெரிந்த நிறைய உண்மை சம்பவங்கள் மற்றும் வசனங்கள் இதில் இடம்பெற்றுள்ளன... தமிழகத்தில் மீண்டும் ஒரு சாதி சண்டை வரகூடாது என்று இறைவனை வேண்டிக்கொள்கிறேன்	NOT
tam784	முதல்முறையாக இதுபோன்ற ஒரு படம் வெளிவருகிறது..‌ இது போன்ற பல படங்கள் வருவதற்கு இது தொடக்கம்.. வாழ்த்துக்கள் படக்குழுவினர் அனைவருக்கும்..	NOT
tam785	Dislike Vida Comments Adhigam  வெறித்தனமான like அனைத்து மக்களின் ஆதரவு கமென்ட் பாக்ஸ் ல தெரியுது  அனைவருக்கும் வன்னியர் சார்பாக நன்றி நண்பர்களே......	NOT
tam786	இயற்கையாவே உற்பத்தி ஆகுற நதிய சொந்தம் கொண்டாற உரிமைய யாருங்க கொடுத்தா..... Vera level	NOT
tam787	நல்ல மெலடி song... நடுவுல வருது...who are noticed?	NOT
tam788	அகில இந்திய விஜய் மக்கள் இயக்கம் சார்பாக NGK வெற்றி பெற வாழ்த்துகள்	NOT
tam789	சைவ வேளாளர் சமுதாயம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்	NOT
tam790	சூப்பர் ஸ்டார் செய்த தவறு ரஞ்சித் இயக்கத்தில் நடித்தது.பெரிய ஸ்டார் எல்லாம் கொஞ்சம் யோசித்து இனிமேல் நடிக்கவும்.	NOT
tam791	போராட்ரதே தப்புன்னா  போராடுற சூழ்நிலையை உருவாக்கரதும் தப்புதான...	NOT
tam792	வேகவைத்த வோ்க் கடலையின் வாசத் தமிழ் பாகுபோல ௨ருகி சுவையை கூட்டும் தமிழ் மேகமாகமாறி மழையை கொடுக்கும் தமிழ் அறிய மக்கள் தொலைக்காட்சி செய்திகளை யூ டியூப் ல் காணுங்கள் நன்றி.	NOT
tam793	தலைவர் ரஜினிய ஊம்பனா தான் பொழைக்க முடியும் போல.. பொட்ட பசங்களா	OFF
tam794	தந்தி டிவி தொகுப்பாளினி அசோக வர்ஷினி  சிறந்த பொருத்தமாக இருக்கும் Thanthi tv Asoka varshini will be best suited for this role	NOT
tam795	கரூர் செங்குந்தர் கைக்கோளர் முதலியார் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்	NOT
tam796	படத்தோட தலைப்பை பார்த்ததும்  சிலை கடத்தல் பத்தினு  நினைத்தேன்.	NOT
tam797	பார்க்கவ குலத்தின் சார்பாக வெற்றி பெற வாழ்த்துக்கள்	NOT
tam798	. arun vijay.. I love u thalaiva.   அவருக்கு ரெண்டு முகம் இருக்குகா. ஒன்று பாசமா இருப்பார் நல்லா கவனிப்பார் அதுக்கு பின்னாடி ஆனால் வேற ஒரு முகம் இருக்கு .	NOT
tam799	சிவகங்கை மாவட்டம் செட்டியார், கள்ளர், மறவர், தேவர் சமூகம் சார்பாக திரௌபதி படம் வெற்றி பெற வாழ்த்துக்கள்	NOT
tam800	பொள்ளாச்சி கொங்கு கவுண்டர் சார்பாக இந்தப்படம் மாபெரும் வெற்றியடைய என் மனமார்ந்த வாழ்த்துக்கள்	NOT
tam801	அடங்௧ மறு அத்து மீறு    அருவாள ௭டு... அறுத்து ௭றி..	OFF
tam802	வசனம்  எல்லா நல்லாதான் இருக்கு ஆனால் படம் ஒடுமா?	NOT
tam803	அனைத்து சமுதாய மக்களும் இப்படத்தை வாழ்த்து தெரிவித்தனர்    ஒரு சமுதாயம் தவற நாடக காதல் கும்பல்	NOT
tam804	வீடியோ பிடிச்சிருந்தா சப்போர்ட் பன்னுங்க...	NOT
